DATE,DATETIME,CASH_TYPE,CARD,MONEY,PRODUCTS
2024-07-18,2024-07-18 21:21:59.855,card,ANON-0000-0000-0383,119.46,Serviço de Limpeza
2024-07-18,2024-07-18 21:46:18.674,card,ANON-0000-0000-0384,118.56,Serviço de Limpeza
2024-07-19,2024-07-19 11:03:02.341,card,ANON-0000-0000-0375,253.49,Serviço de Montagem
2024-07-19,2024-07-19 11:16:20.509,card,ANON-0000-0000-0385,171.73,RAM 8GB DDR4
2024-07-19,2024-07-19 12:58:37.561,card,ANON-0000-0000-0386,125.15,Serviço de Limpeza
2024-07-19,2024-07-19 12:59:55.383,card,ANON-0000-0000-0386,185.89,RAM 8GB DDR4
2024-07-19,2024-07-19 14:09:20.716,card,ANON-0000-0000-0384,120.23,Serviço de Limpeza
2024-07-19,2024-07-19 14:11:22.105,card,ANON-0000-0000-0384,298.61,RAM 16GB DDR4
2024-07-19,2024-07-19 16:36:19.272,card,ANON-0000-0000-0384,120.14,Serviço de Limpeza
2024-07-19,2024-07-19 16:37:35.808,card,ANON-0000-0000-0384,125.91,Serviço de Limpeza
2024-07-20,2024-07-20 08:05:44.469,card,ANON-0000-0000-0387,252.09,Serviço de Montagem
2024-07-20,2024-07-20 08:06:48.685,card,ANON-0000-0000-0387,118.14,Serviço de Limpeza
2024-07-20,2024-07-20 08:07:51.433,card,ANON-0000-0000-0387,257.61,Serviço de Montagem
2024-07-20,2024-07-20 09:00:53.605,card,ANON-0000-0000-0388,116.76,Serviço de Limpeza
2024-07-20,2024-07-20 09:02:27.848,card,ANON-0000-0000-0389,119.23,Serviço de Limpeza
2024-07-20,2024-07-20 10:39:21.044,card,ANON-0000-0000-0390,246.97,Serviço de Montagem
2024-07-20,2024-07-20 15:15:09.221,card,ANON-0000-0000-0391,124.93,Serviço de Limpeza
2024-07-21,2024-07-21 10:30:55.818,card,ANON-0000-0000-0367,314.06,RAM 16GB DDR4
2024-07-21,2024-07-21 11:39:28.776,card,ANON-0000-0000-0392,1713.49,CPU i5-14600K
2024-07-21,2024-07-21 13:34:30.849,card,ANON-0000-0000-0393,724.64,RAM 32GB DDR5
2024-07-21,2024-07-21 13:42:31.444,card,ANON-0000-0000-0394,116.22,Serviço de Limpeza
2024-07-22,2024-07-22 08:13:23.147,card,ANON-0000-0000-0375,260.33,Serviço de Montagem
2024-07-22,2024-07-22 08:40:49.554,card,ANON-0000-0000-0395,249.39,Serviço de Montagem
2024-07-22,2024-07-22 10:15:37.266,card,ANON-0000-0000-0385,188.5,RAM 8GB DDR4
2024-07-22,2024-07-22 16:44:37.593,card,ANON-0000-0000-0396,119.35,Serviço de Limpeza
2024-07-23,2024-07-23 08:12:56.229,card,ANON-0000-0000-0197,123.35,Serviço de Limpeza
2024-07-23,2024-07-23 08:40:18.981,card,ANON-0000-0000-0395,254.56,Serviço de Montagem
2024-07-23,2024-07-23 08:44:53.816,card,ANON-0000-0000-0397,184.6,RAM 8GB DDR4
2024-07-23,2024-07-23 08:49:25.107,card,ANON-0000-0000-0398,311.34,RAM 16GB DDR4
2024-07-23,2024-07-23 08:51:10.365,card,ANON-0000-0000-0399,124.95,Serviço de Limpeza
2024-07-23,2024-07-23 09:01:45.707,card,ANON-0000-0000-0375,251.27,Serviço de Montagem
2024-07-23,2024-07-23 10:03:36.492,card,ANON-0000-0000-0400,172.7,RAM 8GB DDR4
2024-07-23,2024-07-23 15:20:04.971,card,ANON-0000-0000-0401,188.83,RAM 8GB DDR4
2024-07-23,2024-07-23 15:21:01.280,card,ANON-0000-0000-0401,125.12,Serviço de Limpeza
2024-07-23,2024-07-23 21:01:40.612,card,ANON-0000-0000-0009,121.97,Serviço de Limpeza
2024-07-23,2024-07-23 21:23:13.501,card,ANON-0000-0000-0012,258.85,Serviço de Montagem
2024-07-23,2024-07-23 21:24:22.609,card,ANON-0000-0000-0012,238.99,Serviço de Montagem
2024-07-24,2024-07-24 09:16:09.814,card,ANON-0000-0000-0097,188.46,RAM 8GB DDR4
2024-07-24,2024-07-24 09:38:55.007,card,ANON-0000-0000-0385,172.76,RAM 8GB DDR4
2024-07-24,2024-07-24 09:54:37.456,card,ANON-0000-0000-0402,577.02,CPU i3-12100
2024-07-24,2024-07-24 11:43:53.121,card,ANON-0000-0000-0379,1777.64,CPU i5-14600K
2024-07-24,2024-07-24 13:55:13.821,card,ANON-0000-0000-0399,118.71,Serviço de Limpeza
2024-07-24,2024-07-24 14:45:49.766,card,ANON-0000-0000-0012,618.23,CPU i3-12100
2024-07-24,2024-07-24 15:18:30.522,card,ANON-0000-0000-0009,118.63,Serviço de Limpeza
2024-07-24,2024-07-24 19:15:05.678,card,ANON-0000-0000-0205,1884.87,CPU i5-14600K
2024-07-24,2024-07-24 19:16:59.779,card,ANON-0000-0000-0205,1762.14,CPU i5-14600K
2024-07-24,2024-07-24 21:17:36.797,card,ANON-0000-0000-0040,174.17,RAM 8GB DDR4
2024-07-24,2024-07-24 21:18:41.294,card,ANON-0000-0000-0040,259.25,Serviço de Montagem
2024-07-24,2024-07-24 21:25:17.493,card,ANON-0000-0000-0012,250.2,Serviço de Montagem
2024-07-25,2024-07-25 07:54:47.935,card,ANON-0000-0000-0012,254.12,Serviço de Montagem
2024-07-25,2024-07-25 08:49:18.428,card,ANON-0000-0000-0399,119.94,Serviço de Limpeza
2024-07-25,2024-07-25 10:29:44.629,card,ANON-0000-0000-0385,181.31,RAM 8GB DDR4
2024-07-25,2024-07-25 11:26:04.701,card,ANON-0000-0000-0375,258.65,Serviço de Montagem
2024-07-25,2024-07-25 15:25:06.512,card,ANON-0000-0000-0403,1788.41,CPU i5-14600K
2024-07-25,2024-07-25 19:21:00.764,card,ANON-0000-0000-0257,1816.05,CPU i5-14600K
2024-07-25,2024-07-25 21:06:01.272,card,ANON-0000-0000-0404,717.23,RAM 32GB DDR5
2024-07-25,2024-07-25 21:06:50.002,card,ANON-0000-0000-0404,572.79,CPU i3-12100
2024-07-25,2024-07-25 22:38:51.330,card,ANON-0000-0000-0328,766.77,RAM 32GB DDR5
2024-07-25,2024-07-25 22:39:46.790,card,ANON-0000-0000-0405,297.77,RAM 16GB DDR4
2024-07-26,2024-07-26 08:33:01.273,card,ANON-0000-0000-0406,121.16,Serviço de Limpeza
2024-07-26,2024-07-26 09:19:37.376,card,ANON-0000-0000-0097,173.82,RAM 8GB DDR4
2024-07-26,2024-07-26 09:20:34.344,card,ANON-0000-0000-0059,602.78,CPU i3-12100
2024-07-26,2024-07-26 09:33:11.511,card,ANON-0000-0000-0407,724.77,RAM 32GB DDR5
2024-07-26,2024-07-26 09:34:16.633,card,ANON-0000-0000-0407,737.44,RAM 32GB DDR5
2024-07-26,2024-07-26 09:59:07.867,card,ANON-0000-0000-0408,115.46,Serviço de Limpeza
2024-07-26,2024-07-26 10:00:02.719,card,ANON-0000-0000-0408,122.62,Serviço de Limpeza
2024-07-26,2024-07-26 11:47:13.855,card,ANON-0000-0000-0385,181.71,RAM 8GB DDR4
2024-07-26,2024-07-26 12:07:01.670,card,ANON-0000-0000-0379,182.3,RAM 8GB DDR4
2024-07-26,2024-07-26 12:28:08.044,card,ANON-0000-0000-0339,1856.72,CPU i5-14600K
2024-07-26,2024-07-26 12:29:17.708,card,ANON-0000-0000-0339,1767.57,CPU i5-14600K
2024-07-26,2024-07-26 13:09:56.138,card,ANON-0000-0000-0409,118.51,Serviço de Limpeza
2024-07-26,2024-07-26 17:23:29.347,card,ANON-0000-0000-0410,239.23,Serviço de Montagem
2024-07-26,2024-07-26 17:58:29.217,card,ANON-0000-0000-0411,1735.15,CPU i5-14600K
2024-07-26,2024-07-26 21:15:09.612,card,ANON-0000-0000-0009,119.75,Serviço de Limpeza
2024-07-26,2024-07-26 22:49:52.318,card,ANON-0000-0000-0412,173.14,RAM 8GB DDR4
2024-07-27,2024-07-27 09:09:16.457,card,ANON-0000-0000-0097,1854.46,CPU i5-14600K
2024-07-27,2024-07-27 11:55:31.381,card,ANON-0000-0000-0413,185.0,RAM 8GB DDR4
2024-07-27,2024-07-27 12:25:10.115,card,ANON-0000-0000-0059,171.3,RAM 8GB DDR4
2024-07-27,2024-07-27 12:26:13.159,card,ANON-0000-0000-0040,570.75,CPU i3-12100
2024-07-27,2024-07-27 12:33:23.070,card,ANON-0000-0000-0059,176.99,RAM 8GB DDR4
2024-07-27,2024-07-27 14:28:41.904,card,ANON-0000-0000-0225,628.59,CPU i3-12100
2024-07-27,2024-07-27 14:51:53.196,card,ANON-0000-0000-0077,123.63,Serviço de Limpeza
2024-07-27,2024-07-27 17:02:33.358,card,ANON-0000-0000-0414,1733.7,CPU i5-14600K
2024-07-27,2024-07-27 17:03:39.112,card,ANON-0000-0000-0415,1728.5,CPU i5-14600K
2024-07-27,2024-07-27 17:09:00.424,card,ANON-0000-0000-0416,183.91,RAM 8GB DDR4
2024-07-27,2024-07-27 17:10:08.074,card,ANON-0000-0000-0416,173.83,RAM 8GB DDR4
2024-07-27,2024-07-27 20:55:20.175,card,ANON-0000-0000-0009,125.43,Serviço de Limpeza
2024-07-27,2024-07-27 22:56:23.915,card,ANON-0000-0000-0417,1879.35,CPU i5-14600K
2024-07-28,2024-07-28 11:07:25.920,card,ANON-0000-0000-0012,618.46,CPU i3-12100
2024-07-28,2024-07-28 14:17:54.205,card,ANON-0000-0000-0276,171.47,RAM 8GB DDR4
2024-07-28,2024-07-28 14:18:52.196,card,ANON-0000-0000-0276,116.36,Serviço de Limpeza
2024-07-29,2024-07-29 08:12:06.406,card,ANON-0000-0000-0418,119.97,Serviço de Limpeza
2024-07-29,2024-07-29 09:04:47.972,card,ANON-0000-0000-0012,244.17,Serviço de Montagem
2024-07-29,2024-07-29 09:15:46.155,card,ANON-0000-0000-0097,177.39,RAM 8GB DDR4
2024-07-29,2024-07-29 09:19:44.082,card,ANON-0000-0000-0003,239.73,Serviço de Montagem
2024-07-29,2024-07-29 09:51:24.747,card,ANON-0000-0000-0419,176.09,RAM 8GB DDR4
2024-07-29,2024-07-29 09:58:29.639,card,ANON-0000-0000-0420,1768.28,CPU i5-14600K
2024-07-29,2024-07-29 10:43:43.961,card,ANON-0000-0000-0421,145.93,Serviço de Formatação
2024-07-29,2024-07-29 10:44:55.846,card,ANON-0000-0000-0421,145.54,Serviço de Formatação
2024-07-29,2024-07-29 19:06:31.131,card,ANON-0000-0000-0422,1784.11,CPU i5-14600K
2024-07-29,2024-07-29 19:30:16.319,card,ANON-0000-0000-0099,241.98,Serviço de Montagem
2024-07-29,2024-07-29 21:57:34.419,card,ANON-0000-0000-0328,294.97,RAM 16GB DDR4
2024-07-30,2024-07-30 07:41:10.945,card,ANON-0000-0000-0423,187.26,RAM 8GB DDR4
2024-07-30,2024-07-30 08:05:07.216,card,ANON-0000-0000-0424,728.82,RAM 32GB DDR5
2024-07-30,2024-07-30 08:20:51.115,card,ANON-0000-0000-0425,1711.65,CPU i5-14600K
2024-07-30,2024-07-30 09:13:43.217,card,ANON-0000-0000-0097,171.49,RAM 8GB DDR4
2024-07-30,2024-07-30 10:17:11.147,card,ANON-0000-0000-0141,750.88,RAM 32GB DDR5
2024-07-30,2024-07-30 10:19:34.213,card,ANON-0000-0000-0276,188.96,RAM 8GB DDR4
2024-07-30,2024-07-30 10:23:20.120,card,ANON-0000-0000-0250,123.07,Serviço de Limpeza
2024-07-30,2024-07-30 11:12:07.359,card,ANON-0000-0000-0426,259.29,Serviço de Montagem
2024-07-30,2024-07-30 11:13:16.218,card,ANON-0000-0000-0426,602.64,CPU i3-12100
2024-07-30,2024-07-30 11:14:41.678,card,ANON-0000-0000-0427,175.24,RAM 8GB DDR4
2024-07-30,2024-07-30 11:16:01.630,card,ANON-0000-0000-0428,187.59,RAM 8GB DDR4
2024-07-30,2024-07-30 11:30:34.737,card,ANON-0000-0000-0429,173.09,RAM 8GB DDR4
2024-07-30,2024-07-30 11:31:40.809,card,ANON-0000-0000-0430,188.84,RAM 8GB DDR4
2024-07-30,2024-07-30 12:08:07.508,card,ANON-0000-0000-0431,114.12,Serviço de Limpeza
2024-07-30,2024-07-30 15:16:09.628,card,ANON-0000-0000-0432,177.6,RAM 8GB DDR4
2024-07-30,2024-07-30 16:08:52.876,card,ANON-0000-0000-0433,715.86,RAM 32GB DDR5
2024-07-30,2024-07-30 16:09:43.627,card,ANON-0000-0000-0433,188.94,RAM 8GB DDR4
2024-07-30,2024-07-30 20:24:19.874,card,ANON-0000-0000-0434,597.22,CPU i3-12100
2024-07-30,2024-07-30 20:53:51.866,card,ANON-0000-0000-0097,172.61,RAM 8GB DDR4
2024-07-30,2024-07-30 20:54:46.316,card,ANON-0000-0000-0097,175.52,RAM 8GB DDR4
2024-07-30,2024-07-30 20:57:02.324,card,ANON-0000-0000-0347,175.82,RAM 8GB DDR4
2024-07-30,2024-07-30 21:33:19.198,card,ANON-0000-0000-0435,118.06,Serviço de Limpeza
2024-07-30,2024-07-30 22:15:21.484,card,ANON-0000-0000-0436,241.58,Serviço de Montagem
2024-07-30,2024-07-30 22:16:19.260,card,ANON-0000-0000-0436,1793.04,CPU i5-14600K
2024-07-31,2024-07-31 07:59:52.098,card,ANON-0000-0000-0423,187.25,RAM 8GB DDR4
2024-07-31,2024-07-31 08:37:41.943,card,ANON-0000-0000-0437,179.3,RAM 8GB DDR4
2024-07-31,2024-07-31 08:38:38.236,card,ANON-0000-0000-0437,173.37,RAM 8GB DDR4
2024-07-31,2024-07-31 09:54:45.315,card,ANON-0000-0000-0388,254.69,Serviço de Montagem
2024-07-31,2024-07-31 09:55:45.142,card,ANON-0000-0000-0388,249.91,Serviço de Montagem
2024-07-31,2024-07-31 09:58:15.863,card,ANON-0000-0000-0276,176.26,RAM 8GB DDR4
2024-07-31,2024-07-31 13:11:42.609,card,ANON-0000-0000-0384,295.4,RAM 16GB DDR4
2024-07-31,2024-07-31 13:14:00.286,card,ANON-0000-0000-0384,124.89,Serviço de Limpeza
2024-07-31,2024-07-31 13:24:49.437,card,ANON-0000-0000-0438,174.71,RAM 8GB DDR4
2024-07-31,2024-07-31 17:48:06.787,card,ANON-0000-0000-0439,786.07,RAM 32GB DDR5
2024-07-31,2024-07-31 18:04:14.972,card,ANON-0000-0000-0440,118.63,Serviço de Limpeza
2024-07-31,2024-07-31 19:22:38.883,card,ANON-0000-0000-0441,738.01,RAM 32GB DDR5
2024-07-31,2024-07-31 19:28:45.141,card,ANON-0000-0000-0009,124.37,Serviço de Limpeza
2024-07-31,2024-07-31 20:46:42.418,card,ANON-0000-0000-0442,309.7,RAM 16GB DDR4
2024-07-31,2024-07-31 20:50:07.411,card,ANON-0000-0000-0443,714.79,RAM 32GB DDR5
2024-07-31,2024-07-31 20:51:10.383,card,ANON-0000-0000-0443,119.78,Serviço de Limpeza
2024-07-31,2024-07-31 20:52:14.802,card,ANON-0000-0000-0153,1852.25,CPU i5-14600K
2024-07-31,2024-07-31 20:53:35.077,card,ANON-0000-0000-0443,766.62,RAM 32GB DDR5
2024-07-31,2024-07-31 20:59:25.013,card,ANON-0000-0000-0040,182.15,RAM 8GB DDR4
2024-07-31,2024-07-31 21:26:26.000,card,ANON-0000-0000-0444,123.09,Serviço de Limpeza
2024-07-31,2024-07-31 21:54:11.824,card,ANON-0000-0000-0445,114.08,Serviço de Limpeza
2024-07-31,2024-07-31 21:55:16.570,card,ANON-0000-0000-0446,115.3,Serviço de Limpeza
2024-08-01,2024-08-01 07:31:00.085,card,ANON-0000-0000-0423,187.13,RAM 8GB DDR4
2024-08-01,2024-08-01 09:25:20.060,card,ANON-0000-0000-0276,183.14,RAM 8GB DDR4
2024-08-01,2024-08-01 11:04:14.067,card,ANON-0000-0000-0097,182.62,RAM 8GB DDR4
2024-08-01,2024-08-01 11:22:46.369,card,ANON-0000-0000-0447,173.1,RAM 8GB DDR4
2024-08-01,2024-08-01 13:22:46.601,card,ANON-0000-0000-0448,774.99,RAM 32GB DDR5
2024-08-01,2024-08-01 13:23:37.314,card,ANON-0000-0000-0448,1837.38,CPU i5-14600K
2024-08-01,2024-08-01 13:49:07.265,card,ANON-0000-0000-0449,1889.43,CPU i5-14600K
2024-08-01,2024-08-01 15:43:43.820,card,ANON-0000-0000-0423,179.76,RAM 8GB DDR4
2024-08-01,2024-08-01 16:24:00.663,card,ANON-0000-0000-0450,177.93,RAM 8GB DDR4
2024-08-01,2024-08-01 16:26:07.331,card,ANON-0000-0000-0450,241.79,Serviço de Montagem
2024-08-01,2024-08-01 17:23:35.238,card,ANON-0000-0000-0451,255.84,Serviço de Montagem
2024-08-01,2024-08-01 20:41:28.118,card,ANON-0000-0000-0452,1714.9,CPU i5-14600K
2024-08-02,2024-08-02 09:01:54.165,card,ANON-0000-0000-0453,183.14,RAM 8GB DDR4
2024-08-02,2024-08-02 09:35:02.899,card,ANON-0000-0000-0097,175.46,RAM 8GB DDR4
2024-08-02,2024-08-02 11:09:19.465,card,ANON-0000-0000-0141,742.05,RAM 32GB DDR5
2024-08-02,2024-08-02 18:08:35.282,card,ANON-0000-0000-0454,171.8,RAM 8GB DDR4
2024-08-02,2024-08-02 21:23:04.359,card,ANON-0000-0000-0009,116.79,Serviço de Limpeza
2024-08-03,2024-08-03 08:53:46.651,card,ANON-0000-0000-0097,174.25,RAM 8GB DDR4
2024-08-03,2024-08-03 09:37:19.213,card,ANON-0000-0000-0401,175.38,RAM 8GB DDR4
2024-08-03,2024-08-03 09:38:41.010,card,ANON-0000-0000-0401,178.04,RAM 8GB DDR4
2024-08-03,2024-08-03 10:12:25.650,card,ANON-0000-0000-0304,177.38,RAM 8GB DDR4
2024-08-03,2024-08-03 11:20:26.571,card,ANON-0000-0000-0455,713.27,RAM 32GB DDR5
2024-08-03,2024-08-03 11:21:22.000,card,ANON-0000-0000-0455,715.14,RAM 32GB DDR5
2024-08-03,2024-08-03 11:56:36.628,card,ANON-0000-0000-0040,610.23,CPU i3-12100
2024-08-03,2024-08-03 11:57:31.273,card,ANON-0000-0000-0040,183.16,RAM 8GB DDR4
2024-08-03,2024-08-03 12:03:35.777,card,ANON-0000-0000-0040,175.33,RAM 8GB DDR4
2024-08-03,2024-08-03 16:53:59.927,card,ANON-0000-0000-0322,177.72,RAM 8GB DDR4
2024-08-03,2024-08-03 18:38:42.026,card,ANON-0000-0000-0456,1878.99,CPU i5-14600K
2024-08-03,2024-08-03 21:30:48.958,card,ANON-0000-0000-0457,116.31,Serviço de Limpeza
2024-08-03,2024-08-03 21:33:06.265,card,ANON-0000-0000-0457,120.17,Serviço de Limpeza
2024-08-04,2024-08-04 08:18:37.314,card,ANON-0000-0000-0458,1796.43,CPU i5-14600K
2024-08-04,2024-08-04 10:37:51.103,card,ANON-0000-0000-0040,179.92,RAM 8GB DDR4
2024-08-04,2024-08-04 11:50:54.603,card,ANON-0000-0000-0258,1837.58,CPU i5-14600K
2024-08-04,2024-08-04 11:52:33.017,card,ANON-0000-0000-0258,171.89,RAM 8GB DDR4
2024-08-04,2024-08-04 15:33:52.137,card,ANON-0000-0000-0268,1880.04,CPU i5-14600K
2024-08-04,2024-08-04 15:35:05.906,card,ANON-0000-0000-0268,1765.66,CPU i5-14600K
2024-08-05,2024-08-05 08:50:05.753,card,ANON-0000-0000-0459,776.71,RAM 32GB DDR5
2024-08-05,2024-08-05 09:19:19.176,card,ANON-0000-0000-0097,187.81,RAM 8GB DDR4
2024-08-05,2024-08-05 11:20:47.444,card,ANON-0000-0000-0375,747.46,RAM 32GB DDR5
2024-08-05,2024-08-05 13:45:22.454,card,ANON-0000-0000-0460,1773.19,CPU i5-14600K
2024-08-05,2024-08-05 16:05:57.738,card,ANON-0000-0000-0461,122.73,Serviço de Limpeza
2024-08-05,2024-08-05 16:07:18.837,card,ANON-0000-0000-0461,115.82,Serviço de Limpeza
2024-08-05,2024-08-05 17:44:24.506,card,ANON-0000-0000-0462,120.56,Serviço de Limpeza
2024-08-05,2024-08-05 17:45:32.117,card,ANON-0000-0000-0462,180.34,RAM 8GB DDR4
2024-08-05,2024-08-05 19:20:02.677,card,ANON-0000-0000-0019,125.55,Serviço de Limpeza
2024-08-05,2024-08-05 19:34:51.484,card,ANON-0000-0000-0009,117.37,Serviço de Limpeza
2024-08-05,2024-08-05 20:49:30.945,card,ANON-0000-0000-0463,314.29,RAM 16GB DDR4
2024-08-05,2024-08-05 20:50:21.919,card,ANON-0000-0000-0463,292.51,RAM 16GB DDR4
2024-08-05,2024-08-05 22:43:48.193,card,ANON-0000-0000-0464,180.15,RAM 8GB DDR4
2024-08-06,2024-08-06 10:21:03.320,card,ANON-0000-0000-0375,714.14,RAM 32GB DDR5
2024-08-06,2024-08-06 10:32:32.335,card,ANON-0000-0000-0465,151.54,Serviço de Formatação
2024-08-06,2024-08-06 17:40:49.201,card,ANON-0000-0000-0466,1713.0,CPU i5-14600K
2024-08-06,2024-08-06 17:42:52.700,card,ANON-0000-0000-0466,120.59,Serviço de Limpeza
2024-08-06,2024-08-06 17:44:05.067,card,ANON-0000-0000-0466,298.91,RAM 16GB DDR4
2024-08-06,2024-08-06 19:04:04.544,card,ANON-0000-0000-0019,124.08,Serviço de Limpeza
2024-08-06,2024-08-06 19:05:23.110,card,ANON-0000-0000-0467,182.86,RAM 8GB DDR4
2024-08-06,2024-08-06 20:04:27.133,card,ANON-0000-0000-0468,123.09,Serviço de Limpeza
2024-08-07,2024-08-07 08:55:48.455,card,ANON-0000-0000-0453,179.28,RAM 8GB DDR4
2024-08-07,2024-08-07 12:12:26.800,card,ANON-0000-0000-0003,247.95,Serviço de Montagem
2024-08-07,2024-08-07 12:13:40.664,card,ANON-0000-0000-0003,242.1,Serviço de Montagem
2024-08-07,2024-08-07 13:11:16.155,card,ANON-0000-0000-0469,623.64,CPU i3-12100
2024-08-07,2024-08-07 16:19:01.657,card,ANON-0000-0000-0470,242.26,Serviço de Montagem
2024-08-07,2024-08-07 19:36:22.739,card,ANON-0000-0000-0009,120.33,Serviço de Limpeza
2024-08-07,2024-08-07 20:40:09.281,card,ANON-0000-0000-0442,312.63,RAM 16GB DDR4
2024-08-07,2024-08-07 21:18:11.990,card,ANON-0000-0000-0328,1743.98,CPU i5-14600K
2024-08-07,2024-08-07 22:28:56.686,card,ANON-0000-0000-0471,122.22,Serviço de Limpeza
2024-08-07,2024-08-07 22:32:15.971,card,ANON-0000-0000-0472,116.63,Serviço de Limpeza
2024-08-08,2024-08-08 08:46:36.204,card,ANON-0000-0000-0141,622.05,CPU i3-12100
2024-08-08,2024-08-08 08:47:28.686,card,ANON-0000-0000-0141,750.27,RAM 32GB DDR5
2024-08-08,2024-08-08 12:27:05.373,card,ANON-0000-0000-0420,180.61,RAM 8GB DDR4
2024-08-08,2024-08-08 12:43:19.558,card,ANON-0000-0000-0141,736.1,RAM 32GB DDR5
2024-08-08,2024-08-08 12:44:14.953,card,ANON-0000-0000-0141,759.73,RAM 32GB DDR5
2024-08-08,2024-08-08 16:57:53.266,card,ANON-0000-0000-0473,1758.98,CPU i5-14600K
2024-08-08,2024-08-08 17:17:51.749,card,ANON-0000-0000-0474,1825.52,CPU i5-14600K
2024-08-08,2024-08-08 21:25:59.265,card,ANON-0000-0000-0311,177.08,RAM 8GB DDR4
2024-08-09,2024-08-09 07:35:22.340,card,ANON-0000-0000-0475,115.33,Serviço de Limpeza
2024-08-09,2024-08-09 09:53:34.553,card,ANON-0000-0000-0476,241.65,Serviço de Montagem
2024-08-09,2024-08-09 10:13:07.537,card,ANON-0000-0000-0141,753.71,RAM 32GB DDR5
2024-08-09,2024-08-09 10:26:47.174,card,ANON-0000-0000-0311,176.75,RAM 8GB DDR4
2024-08-09,2024-08-09 11:28:08.722,card,ANON-0000-0000-0475,116.66,Serviço de Limpeza
2024-08-09,2024-08-09 11:29:48.682,card,ANON-0000-0000-0477,246.25,Serviço de Montagem
2024-08-09,2024-08-09 18:56:27.712,card,ANON-0000-0000-0478,245.21,Serviço de Montagem
2024-08-09,2024-08-09 19:03:06.611,card,ANON-0000-0000-0479,151.18,Serviço de Formatação
2024-08-10,2024-08-10 08:36:44.628,card,ANON-0000-0000-0480,1881.46,CPU i5-14600K
2024-08-10,2024-08-10 08:37:57.069,card,ANON-0000-0000-0480,172.49,RAM 8GB DDR4
2024-08-10,2024-08-10 08:45:09.019,card,ANON-0000-0000-0141,759.47,RAM 32GB DDR5
2024-08-10,2024-08-10 11:52:33.836,card,ANON-0000-0000-0012,727.57,RAM 32GB DDR5
2024-08-10,2024-08-10 11:54:23.534,card,ANON-0000-0000-0012,250.8,Serviço de Montagem
2024-08-10,2024-08-10 12:15:10.927,card,ANON-0000-0000-0481,117.79,Serviço de Limpeza
2024-08-10,2024-08-10 12:33:12.454,card,ANON-0000-0000-0463,187.0,RAM 8GB DDR4
2024-08-10,2024-08-10 16:06:12.085,card,ANON-0000-0000-0009,122.47,Serviço de Limpeza
2024-08-10,2024-08-10 21:16:48.562,card,ANON-0000-0000-0482,314.04,RAM 16GB DDR4
2024-08-10,2024-08-10 21:17:41.087,card,ANON-0000-0000-0482,304.0,RAM 16GB DDR4
2024-08-10,2024-08-10 21:37:41.517,card,ANON-0000-0000-0442,293.82,RAM 16GB DDR4
2024-08-11,2024-08-11 09:52:36.590,card,ANON-0000-0000-0440,120.95,Serviço de Limpeza
2024-08-11,2024-08-11 09:53:43.564,card,ANON-0000-0000-0440,119.23,Serviço de Limpeza
2024-08-11,2024-08-11 10:17:23.636,card,ANON-0000-0000-0347,179.3,RAM 8GB DDR4
2024-08-11,2024-08-11 11:56:41.144,card,ANON-0000-0000-0480,1882.83,CPU i5-14600K
2024-08-11,2024-08-11 11:57:41.269,card,ANON-0000-0000-0480,178.37,RAM 8GB DDR4
2024-08-11,2024-08-11 12:20:19.570,card,ANON-0000-0000-0141,783.96,RAM 32GB DDR5
2024-08-11,2024-08-11 15:53:51.552,card,ANON-0000-0000-0483,125.22,Serviço de Limpeza
2024-08-11,2024-08-11 15:55:14.853,card,ANON-0000-0000-0484,177.97,RAM 8GB DDR4
2024-08-11,2024-08-11 15:56:27.697,card,ANON-0000-0000-0484,294.07,RAM 16GB DDR4
2024-08-11,2024-08-11 16:27:35.126,card,ANON-0000-0000-0414,1776.25,CPU i5-14600K
2024-08-11,2024-08-11 16:28:38.296,card,ANON-0000-0000-0485,606.81,CPU i3-12100
2024-08-11,2024-08-11 21:30:32.549,card,ANON-0000-0000-0486,740.37,RAM 32GB DDR5
2024-08-11,2024-08-11 21:41:09.070,card,ANON-0000-0000-0475,118.53,Serviço de Limpeza
2024-08-11,2024-08-11 21:43:10.108,card,ANON-0000-0000-0487,118.95,Serviço de Limpeza
2024-08-11,2024-08-11 22:39:29.913,card,ANON-0000-0000-0488,1863.19,CPU i5-14600K
2024-08-12,2024-08-12 08:26:19.458,card,ANON-0000-0000-0367,155.84,Serviço de Formatação
2024-08-12,2024-08-12 11:15:04.771,card,ANON-0000-0000-0489,181.44,RAM 8GB DDR4
2024-08-12,2024-08-12 11:19:29.513,card,ANON-0000-0000-0490,261.9,Serviço de Montagem
2024-08-12,2024-08-12 11:20:23.640,card,ANON-0000-0000-0490,119.18,Serviço de Limpeza
2024-08-12,2024-08-12 11:44:28.384,card,ANON-0000-0000-0491,123.63,Serviço de Limpeza
2024-08-12,2024-08-12 14:04:03.399,card,ANON-0000-0000-0492,579.34,CPU i3-12100
2024-08-12,2024-08-12 14:05:06.931,card,ANON-0000-0000-0492,178.95,RAM 8GB DDR4
2024-08-12,2024-08-12 15:33:33.110,card,ANON-0000-0000-0493,174.49,RAM 8GB DDR4
2024-08-12,2024-08-12 18:05:04.830,card,ANON-0000-0000-0097,174.71,RAM 8GB DDR4
2024-08-12,2024-08-12 21:25:49.351,card,ANON-0000-0000-0097,181.46,RAM 8GB DDR4
